forest_perc,elevation_m,years,site,animals_per_km2,lambda_0
31.038109748624265,941.5856588166207,-1.2797639054920653,Site 2,5,3.8076923076923075
4.21755260322243,937.2410191223025,-0.7961416512149597,Site 3,3,5.6571428571428575
18.467346322722733,781.2263742554933,-0.8685181649617741,Site 3,2,5.6571428571428575
75.5462416447699,915.019747801125,-0.9408946787085887,Site 3,4,5.6571428571428575
35.06425749510527,857.3384649120271,-0.8991492202039808,Site 1,3,5.055555555555555
67.19989283010364,849.7436583042145,-1.0132711924554032,Site 3,6,5.6571428571428575
2.50503565184772,844.9103903025389,-0.9740783218876459,Site 1,6,5.055555555555555
40.11010378599167,803.6288621835411,-1.3650814991915363,Site 2,2,3.8076923076923075
19.997652992606163,790.3129622805864,-1.049007423571311,Site 1,4,5.055555555555555
85.65250008832663,904.6906627714634,-1.123936525254976,Site 1,4,5.055555555555555
97.15154285077006,941.6145162656903,-1.198865626938641,Site 1,4,5.055555555555555
32.37224367912859,865.4468216001987,-1.2737947286223061,Site 1,5,5.055555555555555
73.31914333626628,783.3502538036555,-1.0856477062022178,Site 3,6,5.6571428571428575
34.00682401843369,766.3534072693437,-1.1580242199490323,Site 3,5,5.6571428571428575
97.67551845870912,892.8850180935115,-1.2304007336958467,Site 3,4,5.6571428571428575
39.70164118800312,779.114722693339,-1.3027772474426613,Site 3,6,5.6571428571428575
37.99988792743534,815.2262655552477,-1.3751537611894757,Site 3,6,5.6571428571428575
56.03876302484423,944.618992228061,-1.4475302749362904,Site 3,8,5.6571428571428575
46.3808179134503,777.2256391588598,-1.3487238303059712,Site 1,5,5.055555555555555
20.093472953885794,876.6294916626066,-1.4503990928910073,Site 2,1,3.8076923076923075
98.05999817326665,890.8748082816601,-1.5199067886831048,Site 3,2,5.6571428571428575
82.89221255108714,790.0341904256493,-1.5922833024299194,Site 3,5,5.6571428571428575
28.69738549925387,916.2140532396734,-1.4236529319896363,Site 1,6,5.055555555555555
59.59168968256563,797.9098354931921,-1.4985820336733013,Site 1,5,5.055555555555555
89.89719462115318,934.490981278941,-1.5735111353569664,Site 1,5,5.055555555555555
45.33770002890378,948.9438953343779,-1.6484402370406315,Site 1,2,5.055555555555555
14.741777931340039,836.7951519787312,-1.6646598161767339,Site 3,7,5.6571428571428575
2.4656337685883045,906.9445417262614,-1.7370363299235483,Site 3,12,5.6571428571428575
37.335856445133686,803.1146613880992,-1.7233693387242965,Site 1,2,5.055555555555555
57.437694049440324,786.9252865668386,-1.7982984404079616,Site 1,5,5.055555555555555
82.5328013394028,945.5510958563536,-1.8732275420916267,Site 1,4,5.055555555555555
87.26963403169066,936.1460972577333,-1.5357166865904783,Site 2,3,3.8076923076923075
11.055489955469966,842.0605874154717,-1.9481566437752917,Site 1,6,5.055555555555555
95.27002368122339,863.0858350545168,-1.809412843670363,Site 3,9,5.6571428571428575
56.90020809415728,901.1613065842539,-2.023085745458957,Site 1,4,5.055555555555555
3.686847072094679,904.2126758489758,-2.098014847142622,Site 1,2,5.055555555555555
97.88847991731018,794.4588393904269,-1.8817893574171773,Site 3,8,5.6571428571428575
88.57372323982418,769.5190804079175,-1.954165871163992,Site 3,6,5.6571428571428575
75.72115701623261,817.4027543049306,-1.6210342802899493,Site 2,3,3.8076923076923075
56.283651874400675,767.5705640111119,-1.7063518739894203,Site 2,6,3.8076923076923075
69.36540869064629,772.3278899677098,-2.0265423849108064,Site 3,9,5.6571428571428575
33.5945603903383,798.0895824730396,-2.172943948826287,Site 1,5,5.055555555555555
91.92762558814138,920.8577958401293,-2.098918898657621,Site 3,3,5.6571428571428575
96.37597445398569,864.6539281122386,-2.247873050509952,Site 1,2,5.055555555555555
66.5608417475596,944.3561053834856,-2.1712954124044357,Site 3,5,5.6571428571428575
53.35433033760637,922.9505369905382,-2.24367192615125,Site 3,6,5.6571428571428575
81.77967194933444,824.7421721927822,-2.3160484398980645,Site 3,5,5.6571428571428575
39.951755153015256,810.5220570228994,-2.322802152193617,Site 1,7,5.055555555555555
28.54342106729746,933.9617639314383,-2.397731253877282,Site 1,2,5.055555555555555
62.946982705034316,902.8681118506938,-1.7916694676888913,Site 2,2,3.8076923076923075
30.01002816017717,940.8578243106604,-1.8769870613883624,Site 2,3,3.8076923076923075
73.02009400445968,912.4768923036754,-2.388424953644879,Site 3,5,5.6571428571428575
31.165700126439333,931.979004573077,-2.4608014673916934,Site 3,1,5.6571428571428575
47.85780829843134,926.7833890393376,-2.533177981138508,Site 3,8,5.6571428571428575
29.141015093773603,907.08631221205,-2.472660355560947,Site 1,5,5.055555555555555
36.076258309185505,807.9458209685981,-2.5475894572446123,Site 1,1,5.055555555555555
77.98805274069309,854.0786834433675,-2.6055544948853226,Site 3,3,5.6571428571428575
28.415894648060203,786.2589121796191,-2.6779310086321373,Site 3,8,5.6571428571428575
17.224246845580637,862.7814043778926,-1.9623046550878334,Site 2,3,3.8076923076923075
7.926418213173747,932.036684313789,-2.0476222487873046,Site 2,6,3.8076923076923075
29.20649773441255,934.6911240369081,-2.6225185589282773,Site 1,3,5.055555555555555
94.52680805698037,837.5828793272376,-2.1329398424867754,Site 2,3,3.8076923076923075
75.8382907602936,938.636481622234,-2.7503075223789515,Site 3,4,5.6571428571428575
1.3624931452795863,851.3596400618553,-2.6974476606119424,Site 1,7,5.055555555555555
53.88694517314434,770.7599174231291,-2.2182574361862466,Site 2,6,3.8076923076923075
96.57818016130477,824.4785560294986,-2.822684036125766,Site 3,8,5.6571428571428575
10.107344412244856,909.5800061244518,-2.8950605498725808,Site 3,7,5.6571428571428575
25.675134267657995,787.5728460028768,-2.7723767622956075,Site 1,7,5.055555555555555
89.51472211629152,891.4714572951198,-2.967437063619395,Site 3,7,5.6571428571428575
38.79441907629371,824.0344612393528,-2.3035750298857174,Site 2,4,3.8076923076923075
79.42854447755963,820.4382104799151,-3.0398135773662096,Site 3,6,5.6571428571428575
34.93967598769814,849.1604906506836,-2.8473058639792725,Site 1,4,5.055555555555555
94.52440473251045,795.0602686498314,-2.3888926235851886,Site 2,3,3.8076923076923075
95.36335892044008,888.0242186132818,-2.4742102172846594,Site 2,3,3.8076923076923075
78.02529986947775,831.6165389958769,-2.9222349656629376,Site 1,7,5.055555555555555
11.82844543363899,788.5415150318295,-3.1121900911130242,Site 3,4,5.6571428571428575
83.71118088252842,912.7684433478862,-3.184566604859839,Site 3,4,5.6571428571428575
8.715931768529117,841.1180169787258,-2.9971640673466027,Site 1,2,5.055555555555555
7.76955692563206,944.1280295606703,-2.5595278109841306,Site 2,4,3.8076923076923075
10.508376848883927,759.9873246159405,-3.0720931690302677,Site 1,7,5.055555555555555
97.49645132105798,906.8127537146211,-2.6448454046836014,Site 2,1,3.8076923076923075
50.30502355657518,837.8453781828284,-3.256943118606653,Site 3,5,5.6571428571428575
19.97218483593315,761.8049836251885,-3.147022270713933,Site 1,2,5.055555555555555
17.81351112294942,835.8491560909897,-3.3293196323534677,Site 3,8,5.6571428571428575
64.51603618916124,823.0662748217583,-2.7301629983830726,Site 2,2,3.8076923076923075
60.279866587370634,840.9064691048115,-2.815480592082544,Site 2,7,3.8076923076923075
97.19807119108737,857.4228215962648,-2.9007981857820146,Site 2,5,3.8076923076923075
37.665723357349634,787.098951684311,-2.986115779481486,Site 2,5,3.8076923076923075
81.91144871525466,839.8551360238343,-3.221951372397598,Site 1,5,5.055555555555555
22.673875954933465,801.3054526876658,-3.4016961461002824,Site 3,4,5.6571428571428575
19.42891941871494,926.1488838121295,-3.296880474081263,Site 1,6,5.055555555555555
24.056820548139513,813.5493457317352,-3.0714333731809567,Site 2,3,3.8076923076923075
67.08854958415031,914.1445348970592,-3.156750966880428,Site 2,5,3.8076923076923075
97.77148368302733,938.7212454807013,-3.4740726598470966,Site 3,6,5.6571428571428575
5.76484517659992,916.6726522147655,-3.371809575764928,Site 1,5,5.055555555555555
1.260700961574912,795.6267330329865,-3.546449173593911,Site 3,8,5.6571428571428575
20.969430031254888,790.6450610607862,-3.446738677448593,Site 1,6,5.055555555555555
15.212063561193645,820.2909433748573,-3.2420685605798987,Site 2,5,3.8076923076923075
40.109295793809,772.3611467517912,-3.521667779132258,Site 1,4,5.055555555555555
68.14864461775869,889.6147383842617,-3.32738615427937,Site 2,4,3.8076923076923075
85.40354864671826,904.0008288342506,-3.618825687340726,Site 3,7,5.6571428571428575
91.2917171837762,891.1953502334654,-3.6912022010875405,Site 3,11,5.6571428571428575
47.58576080203056,906.0679134912789,-3.7635787148343547,Site 3,3,5.6571428571428575
71.36802996974438,860.3510561399162,-3.596596880815923,Site 1,8,5.055555555555555
67.57978545501828,830.3035121411085,-3.4127037479788407,Site 2,6,3.8076923076923075
33.97016527596861,904.963700985536,-3.8359552285811693,Site 3,4,5.6571428571428575
52.88292593322694,775.0799357891083,-3.6715259824995883,Site 1,4,5.055555555555555
87.43374706245959,770.3516739886254,-3.7464550841832533,Site 1,2,5.055555555555555
25.865692785009742,942.8078676108271,-3.908331742327984,Site 3,6,5.6571428571428575
54.244606592692435,807.2585241869092,-3.8213841858669184,Site 1,7,5.055555555555555
21.67205901350826,872.294066939503,-3.8963132875505835,Site 1,6,5.055555555555555
47.40407923236489,862.3320184648037,-3.9807082560747986,Site 3,5,5.6571428571428575
89.27340283989906,808.8892629370093,-4.053084769821613,Site 3,5,5.6571428571428575
30.17169600352645,897.8840756230056,-3.9712423892342485,Site 1,6,5.055555555555555
75.52162166684866,871.967147802934,-4.046171490917914,Site 1,5,5.055555555555555
33.33647234831005,857.2185405064374,-4.121100592601579,Site 1,4,5.055555555555555
51.66841056197882,815.4148348607123,-4.125461283568427,Site 3,9,5.6571428571428575
14.81895912438631,930.8463219087571,-3.498021341678312,Site 2,2,3.8076923076923075
70.45663150493056,877.5176652241498,-4.196029694285244,Site 1,3,5.055555555555555
8.040564088150859,924.6316651813686,-4.270958795968909,Site 1,2,5.055555555555555
5.143532156944275,773.5956258140504,-3.5833389353777827,Site 2,4,3.8076923076923075
73.85253026150167,756.693755928427,-3.668656529077254,Site 2,4,3.8076923076923075
1.3758507324382663,906.5528783947229,-3.7539741227767247,Site 2,6,3.8076923076923075
63.22805224917829,926.6827945131809,-4.345887897652574,Site 1,7,5.055555555555555
62.96638536732644,906.4650045707822,-3.839291716476196,Site 2,5,3.8076923076923075
35.71089459583163,764.7410672623664,-4.197837797315242,Site 3,7,5.6571428571428575
80.81414066255093,781.9277611095458,-4.270214311062056,Site 3,5,5.6571428571428575
67.16642414685339,948.8475841935724,-3.9246093101756667,Site 2,1,3.8076923076923075
2.1887151524424553,929.7203769441694,-4.342590824808871,Site 3,8,5.6571428571428575
68.95389668643475,754.51295892708,-4.0099269038751375,Site 2,2,3.8076923076923075
88.50263585336506,797.8701062500477,-4.420816999336239,Site 1,4,5.055555555555555
91.4174510864541,800.9242954198271,-4.414967338555686,Site 3,4,5.6571428571428575
84.89799471572042,946.0871539544314,-4.4873438523025,Site 3,3,5.6571428571428575
78.41864116489887,791.5526657365263,-4.095244497574609,Site 2,4,3.8076923076923075
49.37019906938076,899.2723069619387,-4.18056209127408,Site 2,6,3.8076923076923075
98.25739932712168,847.8901645168662,-4.495746101019904,Site 1,4,5.055555555555555
24.32010807096958,802.3728464730084,-4.265879684973551,Site 2,2,3.8076923076923075
23.165659653022885,886.8049087934196,-4.351197278673022,Site 2,9,3.8076923076923075
27.991169155575335,814.3914232030511,-4.570675202703569,Site 1,3,5.055555555555555
67.01121344231069,764.6043768618256,-4.559720366049315,Site 3,3,5.6571428571428575
99.06224522273988,781.2307247892022,-4.645604304387234,Site 1,6,5.055555555555555
53.40881005395204,788.9579234644771,-4.632096879796129,Site 3,7,5.6571428571428575
25.66612318623811,906.0301173478365,-4.704473393542943,Site 3,8,5.6571428571428575
41.48964521009475,935.28837794438,-4.720533406070899,Site 1,4,5.055555555555555
8.086264855228364,854.6575891319662,-4.436514872372493,Site 2,1,3.8076923076923075
15.92901183757931,804.508551210165,-4.776849907289758,Site 3,4,5.6571428571428575
50.40896076243371,916.9524370227009,-4.8492264210365725,Site 3,11,5.6571428571428575
83.54406722355634,931.106330268085,-4.921602934783387,Site 3,2,5.6571428571428575
48.74499829020351,774.6594039723277,-4.993979448530202,Site 3,7,5.6571428571428575
43.27318915165961,941.7255180422217,-4.795462507754564,Site 1,7,5.055555555555555
88.06915846653283,844.0197587944567,-5.066355962277016,Site 3,2,5.6571428571428575
5.486098653636873,937.4354030005634,-4.521832466071964,Site 2,2,3.8076923076923075
19.92177607025951,779.4253686442971,-5.138732476023831,Site 3,5,5.6571428571428575
68.68246886879206,796.6067025437951,-4.607150059771435,Site 2,1,3.8076923076923075
89.92507150396705,936.6460964083672,-5.211108989770645,Site 3,7,5.6571428571428575
8.961809240281582,859.834867529571,-4.692467653470906,Site 2,7,3.8076923076923075
44.087680941447616,797.6443147752434,-5.2834855035174595,Site 3,5,5.6571428571428575
14.008509367704391,888.3011095691472,-5.355862017264275,Site 3,10,5.6571428571428575
67.8748692618683,777.0187733694911,-4.870391609438229,Site 1,8,5.055555555555555
60.564775578677654,777.7473598252982,-4.777785247170377,Site 2,4,3.8076923076923075
45.014444203116,820.777270430699,-4.945320711121894,Site 1,5,5.055555555555555
16.41084502916783,910.9589541330934,-5.0202498128055595,Site 1,3,5.055555555555555
9.503738535568118,840.8403651788831,-5.428238531011089,Site 3,5,5.6571428571428575
21.32182316854596,890.3201639186591,-5.0951789144892246,Site 1,3,5.055555555555555
64.05314004514366,783.66090497002,-5.500615044757903,Site 3,8,5.6571428571428575
9.461404290050268,925.2743495162576,-5.17010801617289,Site 1,5,5.055555555555555
7.039834139868617,767.9295671638101,-5.572991558504718,Site 3,7,5.6571428571428575
98.11035944148898,900.0799971166998,-5.245037117856555,Site 1,6,5.055555555555555
39.091970096342266,800.4481106065214,-5.31996621954022,Site 1,6,5.055555555555555
10.776425339281559,759.5722949597985,-5.645368072251532,Site 3,5,5.6571428571428575
57.0300949504599,867.0032066758722,-5.394895321223885,Site 1,5,5.055555555555555
83.90187593176961,928.8584141526371,-5.46982442290755,Site 1,5,5.055555555555555
86.18484840262681,762.5735284760594,-5.544753524591215,Site 1,4,5.055555555555555
85.31668186187744,751.5740058384836,-5.61968262627488,Site 1,2,5.055555555555555
52.26710962597281,801.0038352571428,-5.694611727958545,Site 1,6,5.055555555555555
36.351183452643454,875.0436872709543,-4.863102840869848,Site 2,5,3.8076923076923075
62.69848165102303,947.931559337303,-4.948420434569319,Site 2,2,3.8076923076923075
91.59179062116891,876.0640242602676,-5.7177445859983465,Site 3,6,5.6571428571428575
18.28204698394984,848.8056018482894,-5.76954082964221,Site 1,3,5.055555555555555
44.859031843952835,790.1216860860586,-5.7901210997451615,Site 3,9,5.6571428571428575
59.411856438964605,767.5127473194152,-5.0337380282687905,Site 2,4,3.8076923076923075
39.64854769874364,797.2657833248377,-5.119055621968261,Site 2,5,3.8076923076923075
60.488426056690514,758.1290335394442,-5.204373215667732,Site 2,7,3.8076923076923075
5.216025211848319,758.3574005402625,-5.289690809367203,Site 2,1,3.8076923076923075
15.141028119251132,760.7142697554082,-5.3750084030666745,Site 2,5,3.8076923076923075
10.348711488768458,869.0509515814483,-5.862497613491976,Site 3,3,5.6571428571428575
1.266185799613595,838.5353056248277,-5.93487412723879,Site 3,13,5.6571428571428575
65.25391032919288,862.1802779845893,-5.844469931325875,Site 1,3,5.055555555555555
24.20397496316582,755.7299880310893,-5.91939903300954,Site 1,3,5.055555555555555
5.832297285087407,919.3460811395198,-5.994328134693205,Site 1,7,5.055555555555555
88.03241909481585,882.3761759325862,-6.007250640985605,Site 3,5,5.6571428571428575
51.006367104128,813.7277877423912,-6.06925723637687,Site 1,5,5.055555555555555
69.67700179666281,827.0335392095149,-5.460325996766145,Site 2,3,3.8076923076923075
65.79332218971103,867.869538674131,-6.079627154732419,Site 3,4,5.6571428571428575
99.77724151685834,841.6828404180706,-6.152003668479234,Site 3,7,5.6571428571428575
8.926106011494994,917.8512349259108,-6.1441863380605355,Site 1,0,5.055555555555555
39.49973226990551,815.1535601355135,-6.219115439744201,Site 1,4,5.055555555555555
53.96190930623561,868.646347289905,-5.545643590465616,Site 2,2,3.8076923076923075
86.16059580817819,861.4351936150342,-6.2243801822260485,Site 3,6,5.6571428571428575
75.24075873661786,948.0234130751342,-6.294044541427866,Site 1,5,5.055555555555555
75.82136038690805,853.6741209216416,-5.630961184165088,Site 2,5,3.8076923076923075
15.63759131822735,765.2042516041547,-5.7162787778645585,Site 2,4,3.8076923076923075
21.519631845876575,816.0921630915254,-6.296756695972863,Site 3,4,5.6571428571428575
85.7661027694121,770.070372428745,-6.369133209719678,Site 3,7,5.6571428571428575
76.70209349598736,751.4825854916126,-5.801596371564029,Site 2,4,3.8076923076923075
56.90641275141388,770.5551537685096,-6.441509723466492,Site 3,1,5.6571428571428575
15.397044876590371,868.3381373528391,-6.513886237213306,Site 3,7,5.6571428571428575
3.4833215409889817,818.2713931426406,-6.586262750960121,Site 3,5,5.6571428571428575
99.7953456826508,825.3188476432115,-6.368973643111531,Site 1,2,5.055555555555555
83.55736834928393,928.0462151393294,-6.443902744795196,Site 1,7,5.055555555555555
16.688343812711537,855.546756926924,-6.6586392647069355,Site 3,10,5.6571428571428575
64.9450802244246,931.7807189188898,-6.518831846478861,Site 1,8,5.055555555555555
70.56122408248484,905.1636313088238,-6.593760948162526,Site 1,4,5.055555555555555
7.221741252578795,927.7276172768325,-6.73101577845375,Site 3,3,5.6571428571428575
36.29638962447643,842.3459984827787,-6.668690049846191,Site 1,4,5.055555555555555
72.55681180395186,789.5029135514051,-5.8869139652635,Site 2,1,3.8076923076923075
42.24666941445321,825.3947143442929,-6.803392292200565,Site 3,7,5.6571428571428575
79.78995570447296,858.8052682578564,-5.972231558962972,Site 2,1,3.8076923076923075
84.76122317370027,752.3883442860097,-6.743619151529856,Site 1,7,5.055555555555555
0.06632213480770588,948.9232977852225,-6.875768805947379,Site 3,5,5.6571428571428575
29.998319502919912,926.1530324816704,-6.0575491526624425,Site 2,5,3.8076923076923075
69.38868931028992,899.6987605467439,-6.948145319694193,Site 3,9,5.6571428571428575
96.37691448442638,913.2991428487003,-6.818548253213521,Site 1,7,5.055555555555555
12.976463255472481,906.8040566984564,-7.020521833441008,Site 3,2,5.6571428571428575
55.51509310025722,869.8147986084223,-6.142866746361913,Site 2,3,3.8076923076923075
6.160753988660872,757.1435103192925,-6.228184340061384,Site 2,1,3.8076923076923075
67.41723124869168,891.9496149756014,-7.092898347187822,Site 3,7,5.6571428571428575
91.4017389062792,826.5861232765019,-6.893477354897186,Site 1,4,5.055555555555555
88.77738718874753,915.8270852640271,-6.968406456580851,Site 1,5,5.055555555555555
9.26716539543122,797.4926872178912,-6.313501933760856,Site 2,2,3.8076923076923075
12.722070142626762,944.1469780635089,-7.1652748609346375,Site 3,3,5.6571428571428575
86.86945545487106,793.4664919506758,-7.043335558264516,Site 1,3,5.055555555555555
95.30964773148298,933.7079828139395,-7.237651374681452,Site 3,6,5.6571428571428575
76.28558361902833,879.2317192535847,-6.398819527460327,Site 2,7,3.8076923076923075
69.17669367976487,910.9618501737714,-7.118264659948181,Site 1,1,5.055555555555555
97.28134095203131,771.4150584302843,-6.484137121159797,Site 2,2,3.8076923076923075
21.6594006633386,926.6025395132601,-7.193193761631846,Site 1,4,5.055555555555555
68.05652566254139,911.4207754377276,-7.2681228633155115,Site 1,3,5.055555555555555
81.43796124495566,929.3547194916755,-6.569454714859268,Site 2,2,3.8076923076923075
97.87328368984163,775.7351577747613,-7.310027888428266,Site 3,5,5.6571428571428575
63.46590011380613,946.8779693823308,-6.65477230855874,Site 2,1,3.8076923076923075
2.533159009180963,946.3811316527426,-7.343051964999177,Site 1,5,5.055555555555555
48.63186529837549,754.1919268667698,-7.417981066682842,Site 1,5,5.055555555555555
26.78519811015576,923.9532317500561,-6.740089902258211,Site 2,3,3.8076923076923075
76.40790571458638,839.8960431106389,-7.382404402175081,Site 3,3,5.6571428571428575
48.805436585098505,879.3995565734804,-6.825407495957681,Site 2,2,3.8076923076923075
4.25657054875046,923.2654922641814,-7.492910168366507,Site 1,7,5.055555555555555
14.606584375724196,897.7081002201885,-7.454780915921895,Site 3,4,5.6571428571428575
28.411423065699637,821.9718686304986,-6.910725089657153,Site 2,6,3.8076923076923075
2.4587827268987894,873.0359047651291,-7.527157429668709,Site 3,5,5.6571428571428575
27.831991342827678,824.0173124242574,-7.567839270050172,Site 1,4,5.055555555555555
46.74108137842268,866.5351415518671,-6.996042683356624,Site 2,2,3.8076923076923075
99.80640760622919,941.7167393490672,-7.081360277056095,Site 2,2,3.8076923076923075
77.78307504486293,893.3302413672209,-7.642768371733837,Site 1,8,5.055555555555555
49.35257139150053,833.7220191024244,-7.717697473417502,Site 1,3,5.055555555555555
78.20409163832664,821.6009511612356,-7.792626575101167,Site 1,3,5.055555555555555
91.18113745935261,788.4246784262359,-7.166677870755565,Site 2,4,3.8076923076923075
28.5992244258523,815.7109301071614,-7.251995464455037,Site 2,9,3.8076923076923075
54.100036644376814,819.895216403529,-7.867555676784832,Site 1,6,5.055555555555555
90.58603853918612,866.172372829169,-7.942484778468497,Site 1,4,5.055555555555555
32.34747077804059,875.9036042261869,-7.337313058154508,Site 2,4,3.8076923076923075
56.09061121940613,918.8057305291295,-8.017413880152162,Site 1,5,5.055555555555555
69.20055465307087,882.6744164805859,-8.092342981835827,Site 1,8,5.055555555555555
55.99569175392389,853.9776715449989,-7.422630651853979,Site 2,4,3.8076923076923075
34.269120707176626,816.3522121496499,-8.167272083519492,Site 1,8,5.055555555555555
23.44975001178682,873.2634285464883,-8.242201185203157,Site 1,6,5.055555555555555
42.96027570962906,866.2902545649558,-7.507948245553449,Site 2,1,3.8076923076923075
73.67006614804268,869.0587291028351,-7.5995339434155245,Site 3,7,5.6571428571428575
68.30429567489773,949.6720484923571,-8.317130286886822,Site 1,2,5.055555555555555
68.5685220407322,858.2471740897745,-7.671910457162339,Site 3,6,5.6571428571428575
38.06896007154137,790.384038630873,-7.593265839252921,Site 2,8,3.8076923076923075
40.69725985173136,822.1127476077527,-8.3920593885704875,Site 1,4,5.055555555555555
38.77852575387806,773.2246516272426,-7.744286970909153,Site 3,5,5.6571428571428575
59.19270031154156,861.665063071996,-7.678583432952392,Site 2,1,3.8076923076923075
52.051444351673126,812.5440305098891,-7.816663484655968,Site 3,2,5.6571428571428575
43.19862863048911,850.2404195722193,-8.466988490254153,Site 1,7,5.055555555555555
88.47294203005731,824.7918164823204,-8.541917591937818,Site 1,5,5.055555555555555
37.37280652858317,820.8977424073964,-8.616846693621483,Site 1,6,5.055555555555555
2.9908931581303477,872.1502461470664,-7.763901026651863,Site 2,6,3.8076923076923075
69.89543887320906,892.429689783603,-8.691775795305148,Site 1,6,5.055555555555555
89.06808893661946,849.2973459884524,-8.766704896988813,Site 1,9,5.055555555555555
8.084100671112537,899.8642347753048,-7.849218620351333,Site 2,5,3.8076923076923075
95.56385742034763,918.2628922630101,-7.889039998402782,Site 3,4,5.6571428571428575
14.015761786140501,868.5114725027233,-7.961416512149597,Site 3,5,5.6571428571428575
70.10555320885032,827.3624080233276,-8.033793025896411,Site 3,8,5.6571428571428575
27.195185190066695,918.082565581426,-8.106169539643226,Site 3,5,5.6571428571428575
87.71352393087,893.7830587849021,-8.17854605339004,Site 3,1,5.6571428571428575
0.3262434620410204,924.3472633417696,-8.841633998672478,Site 1,2,5.055555555555555
48.120659473352134,831.2768182717264,-7.934536214050805,Site 2,2,3.8076923076923075
50.18895738758147,806.35417830199,-8.250922567136854,Site 3,1,5.6571428571428575
2.23517999984324,948.5035712830722,-8.916563100356143,Site 1,1,5.055555555555555
11.023040069267154,878.8016576785594,-8.991492202039808,Site 1,9,5.055555555555555
48.583260108716786,755.8095281478018,-8.32329908088367,Site 3,3,5.6571428571428575
52.64306114986539,921.1719642393291,-9.066421303723473,Site 1,3,5.055555555555555
58.28991362359375,821.5728325769305,-8.395675594630484,Site 3,7,5.6571428571428575
52.680595917627215,763.1127746310085,-8.468052108377298,Site 3,5,5.6571428571428575
74.19984531588852,775.030501652509,-8.019853807750275,Site 2,3,3.8076923076923075
47.74585810955614,897.4741124548018,-8.105171401449747,Site 2,7,3.8076923076923075
31.212278245948255,845.9184410981834,-8.190488995149218,Site 2,3,3.8076923076923075
26.493668230250478,877.1637242753059,-8.275806588848688,Site 2,2,3.8076923076923075
55.18795265816152,804.0205497294664,-9.141350405407138,Site 1,5,5.055555555555555
10.742566525004804,858.476636139676,-8.36112418254816,Site 2,2,3.8076923076923075
